,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,33.5,34.9,33.5
1,5.0,47.6,98.9,47.6
2,10.0,108.0,158.8,108.0
3,20.0,232.1,251.2,232.1
4,30.0,318.0,321.5,318.0
5,40.0,385.0,385.7,385.0
6,50.0,445.3,446.1,445.3
7,60.0,518.5,511.4,518.5
8,70.0,597.2,589.5,597.2
9,80.0,696.7,681.3,696.7
10,90.0,,,
11,95.0,,,
12,99.0,,,
