,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,32.1,13.4,32.1
1,5.0,42.9,42.5,42.9
2,10.0,86.4,81.3,86.4
3,20.0,119.8,125.0,119.8
4,30.0,169.5,175.1,169.5
5,40.0,229.2,232.3,229.2
6,50.0,286.6,288.4,286.6
7,60.0,342.3,345.0,342.3
8,70.0,404.3,407.7,404.3
9,80.0,470.7,479.5,470.7
10,90.0,562.1,586.1,562.1
11,95.0,630.6,655.3,630.6
12,99.0,,684.6,
