,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,30.2,33.7,30.2
1,5.0,40.5,53.1,40.5
2,10.0,101.4,90.3,101.4
3,20.0,142.3,134.1,142.3
4,30.0,190.3,180.3,190.3
5,40.0,248.9,234.6,248.9
6,50.0,307.9,293.4,307.9
7,60.0,369.6,353.5,369.6
8,70.0,434.0,418.8,434.0
9,80.0,517.9,495.1,517.9
10,90.0,653.5,610.1,653.5
11,95.0,,675.2,
12,99.0,,,
