,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,34.0,34.2,34.0
1,5.0,43.5,42.6,43.5
2,10.0,101.2,95.1,101.2
3,20.0,255.2,260.0,255.2
4,30.0,338.1,341.3,338.1
5,40.0,405.8,407.5,405.8
6,50.0,471.4,470.6,471.4
7,60.0,545.1,544.5,545.1
8,70.0,625.1,627.4,625.1
9,80.0,710.1,711.8,710.1
10,90.0,,,
11,95.0,,,
12,99.0,,,
