,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,30.6,33.2,30.6
1,5.0,35.0,55.9,35.0
2,10.0,100.9,98.4,100.9
3,20.0,158.0,158.5,158.0
4,30.0,221.1,218.7,221.1
5,40.0,277.4,273.4,277.4
6,50.0,330.0,325.2,330.0
7,60.0,388.0,382.0,388.0
8,70.0,446.4,439.9,446.4
9,80.0,523.0,514.0,523.0
10,90.0,632.6,619.9,632.6
11,95.0,,677.1,
12,99.0,,,
