,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,32.2,33.5,32.2
1,5.0,46.7,39.8,46.7
2,10.0,102.0,83.9,102.0
3,20.0,257.5,229.7,257.5
4,30.0,342.6,329.3,342.6
5,40.0,411.1,399.7,411.1
6,50.0,473.9,463.8,473.9
7,60.0,546.0,536.4,546.0
8,70.0,627.9,618.4,627.9
9,80.0,715.1,703.3,715.1
10,90.0,,,
11,95.0,,,
12,99.0,,,
