,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,33.8,34.2,33.8
1,5.0,42.9,40.1,42.9
2,10.0,103.8,77.9,103.8
3,20.0,280.8,260.0,280.8
4,30.0,361.2,354.4,361.2
5,40.0,419.8,418.5,419.8
6,50.0,490.7,480.2,490.7
7,60.0,561.6,549.3,561.6
8,70.0,638.2,624.9,638.2
9,80.0,719.1,700.2,719.1
10,90.0,,,
11,95.0,,,
12,99.0,,,
