,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,31.5,34.3,31.5
1,5.0,105.5,100.0,105.5
2,10.0,142.7,143.7,142.7
3,20.0,199.2,205.2,199.2
4,30.0,245.1,249.1,245.1
5,40.0,285.9,285.7,285.9
6,50.0,322.5,318.8,322.5
7,60.0,359.0,352.1,359.0
8,70.0,395.6,386.4,395.6
9,80.0,429.9,422.5,429.9
10,90.0,476.6,467.0,476.6
11,95.0,511.6,501.2,511.6
12,99.0,594.1,573.2,594.1
