,mass [%],T_recent [C],T_avg [C],T_std [C]
0,0.0,31.4,34.2,31.4
1,5.0,64.3,65.6,64.3
2,10.0,142.7,146.7,142.7
3,20.0,259.9,263.4,259.9
4,30.0,333.8,335.1,333.8
5,40.0,400.9,399.8,400.9
6,50.0,463.5,461.3,463.5
7,60.0,536.0,529.9,536.0
8,70.0,618.8,608.4,618.8
9,80.0,719.1,690.9,719.1
10,90.0,,,
11,95.0,,,
12,99.0,,,
